   1.21498182E-40   8.68805048E-44
   0.00000000       9.24856986E-44
   0.00000000       9.80908925E-44
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       1.06498683E-43
   0.00000000      -2.37346831E-36
   0.00000000       4.59135442E-41
   0.00000000     -0.833402634    
   0.00000000       4.57776182E-41
   0.00000000     -0.712579846    
   0.00000000       0.00000000    
   0.00000000     -0.843166828    
   0.00000000       4.57776182E-41
   0.00000000      -2.37346687E-36
   0.00000000       4.59135442E-41
   0.00000000     -0.712576866    
   0.00000000       4.59135442E-41
   0.00000000      -2.37346687E-36
   0.00000000       4.59135442E-41
   0.00000000      -2.37346526E-36
   0.00000000       4.59135442E-41
   0.00000000      -1.92414535E+12
   0.00000000       4.57776182E-41
   0.00000000     -0.203608856    
   0.00000000       0.00000000    
   0.00000000       2.87769808E-13
   0.00000000       4.57776182E-41
   0.00000000     -0.389958829    
   0.00000000       0.00000000    
   0.00000000       2.87769808E-13
   0.00000000       4.57776182E-41
   0.00000000     -0.516137600    
   0.00000000       0.00000000    
   0.00000000     -0.711640596    
   0.00000000       4.59135442E-41
   0.00000000     -0.843656063    
   0.00000000       4.57776182E-41
   0.00000000     -0.711765945    
   0.00000000       0.00000000    
   0.00000000     -0.843656063    
