   0.00000000       24840.0039       24840.0039    
   5.00000007E-02   24840.0039       17308.7734    
  0.100000001       24839.9961       8561.59766    
  0.150000006       24840.0000       8006.81445    
  0.200000003       1.00000000       7373.36816    
  0.250000000       1.00000000       6626.43848    
  0.300000012       1.00000000       5766.37891    
  0.350000024       1.00000000       4755.77441    
  0.400000036       1.00000000       3449.71582    
  0.450000048       1.00000000       1413.48145    
  0.500000060       1.00000000       532.065430    
  0.550000072      0.999511719      -350.071289    
  0.600000083       1.00012207      -1162.79932    
  0.650000095      0.999984741      -1882.47949    
  0.700000107       1.00000000      -2479.51807    
  0.750000119       1.00000048      -2918.29053    
  0.800000131      0.999999881      -3143.25537    
  0.850000143       1.00000012      -2212.41797    
  0.900000155       1.00000000      -3152.11523    
  0.950000167       1.00000000       16746.1719    
   1.00000012       1.00000000       1.00000000    
