   0.00000000       24840.0039    
   5.00000007E-02   24840.0039    
  0.100000001       24839.9961    
  0.150000006       24840.0000    
  0.200000003       1.00000000    
  0.250000000       1.00000000    
  0.300000012       1.00000000    
  0.350000024       1.00000000    
  0.400000036       1.00000000    
  0.450000048       1.00000000    
  0.500000060       1.00000000    
  0.550000072      0.999511719    
  0.600000083       1.00012207    
  0.650000095      0.999984741    
  0.700000107       1.00000000    
  0.750000119       1.00000048    
  0.800000131      0.999999881    
  0.850000143       1.00000012    
  0.900000155       1.00000000    
  0.950000167       1.00000000    
   1.00000012       1.00000000    
