   0.00000000       81.2500000       81.2500000    
   5.00000007E-02   81.2500000       15.2680006    
  0.100000001       81.2500000       70.6933975    
  0.150000006       81.2500000       74.8174057    
  0.200000003       0.00000000       79.5554504    
  0.250000000       0.00000000       85.2197952    
  0.300000012       0.00000000       91.8777161    
  0.350000024       0.00000000       99.8379440    
  0.400000036       0.00000000       110.227882    
  0.450000048       0.00000000       130.183060    
  0.500000060       0.00000000       138.420517    
  0.550000072       0.00000000       146.983612    
  0.600000083       0.00000000       155.215958    
  0.650000095       0.00000000       163.082016    
  0.700000107       0.00000000       170.553116    
  0.750000119       0.00000000       177.598663    
  0.800000131       0.00000000       184.056732    
  0.850000143       0.00000000       186.359665    
  0.900000155       0.00000000       109.240585    
  0.950000167       0.00000000       236.926620    
   1.00000012       0.00000000       0.00000000    
