   0.00000000       1.36199999       1.36199999    
   5.00000007E-02   1.36199999      0.961191535    
  0.100000001       1.36199999      0.748686373    
  0.150000006       1.36199999      0.747097313    
  0.200000003      0.999993861      0.745217204    
  0.250000000      0.999954641      0.737425029    
  0.300000012      0.999665022      0.726650357    
  0.350000024      0.997529805      0.719145536    
  0.400000036      0.982031763      0.719439089    
  0.450000048      0.880916059      0.662475765    
  0.500000060      0.500499368      0.663893998    
  0.550000072      0.120083392      0.658292413    
  0.600000083       1.89681649E-02  0.646185219    
  0.650000095       3.47018242E-03  0.626793027    
  0.700000107       1.33496523E-03  0.600628614    
  0.750000119       1.04534626E-03  0.568568468    
  0.800000131       1.00612640E-03  0.531350672    
  0.850000143       1.00082159E-03  0.497501880    
  0.900000155       1.00010633E-03  0.607626617    
  0.950000167       9.99987125E-04  0.515016437    
   1.00000012       9.99987125E-04   9.99987125E-04
