   0.00000000       1.39999998       1.39999998    
   5.00000007E-02   1.39999998       1.39999998    
  0.100000001       1.40000010       1.39999998    
  0.150000006       1.40000033       1.39999998    
  0.200000003       1.40000212       1.39999998    
  0.250000000       1.40001607       1.39999998    
  0.300000012       1.40011835       1.39999998    
  0.350000024       1.40087461       1.40000010    
  0.400000036       1.40645051       1.40000057    
  0.450000048       1.44701695       1.40000367    
  0.500000060       1.71579015       1.40002358    
  0.550000072       2.79512382       1.40012574    
  0.600000083       3.99586821       1.40055490    
  0.650000095       4.33809566       1.40201759    
  0.700000107       4.39147043       1.40612459    
  0.750000119       4.39884233       1.41586101    
  0.800000131       4.39984322       1.43594778    
  0.850000143       4.39997864       1.47323310    
  0.900000155       4.39999676       1.53753304    
  0.950000167       4.40000010       4.40000010    
   1.00000012       4.40000010       4.40000010    
