   0.00000000       6000.00000    
   5.00000007E-02   6000.00000    
  0.100000001       6000.00049    
  0.150000006       5999.99902    
  0.200000003       5999.98584    
  0.250000000       5999.89990    
  0.300000012       5999.25684    
  0.350000024       5994.50586    
  0.400000036       5959.64111    
  0.450000048       5714.06836    
  0.500000060       4380.36572    
  0.550000072       1607.67566    
  0.600000083       283.184662    
  0.650000095       39.9557877    
  0.700000107       5.43847609    
  0.750000119      0.736965299    
  0.800000131       9.96227115E-02
  0.850000143       1.35410735E-02
  0.900000155       1.93444150E-03
  0.950000167       0.00000000    
   1.00000012       0.00000000    
